history,scenario,mode,attempt_budget,policy,requests,seeds,success_rate,success_rate_seed_sd,mean_cost,mean_attempts,cost_per_success,repeat_after_failure,retry_opportunities,first_failures,recovery_given_first_failure
50,id,episodic,1,original,180,3,0.36666666666666664,0.23154073315749674,1.1756022403812858,1.0,3.2061879283125982,,0,114,0.0
50,id,episodic,1,ewma,180,3,0.39444444444444443,0.19317042945237456,1.2299683945472766,1.0,3.1182297326550694,,0,109,0.0
50,id,episodic,1,repeat_initial,180,3,0.36666666666666664,0.23154073315749674,1.1756022403812858,1.0,3.2061879283125982,,0,114,0.0
50,id,episodic,1,switch_on_failure,180,3,0.36666666666666664,0.23154073315749674,1.1756022403812858,1.0,3.2061879283125982,,0,114,0.0
50,id,episodic,2,original,180,3,0.4777777777777778,0.20971762320196524,1.8815739426164309,1.6333333333333333,3.938178019429739,0.956140350877193,114,114,0.17543859649122806
50,id,episodic,2,ewma,180,3,0.5111111111111111,0.16694421334796358,1.9669344612727042,1.6055555555555556,3.8483500329248588,0.7431192660550459,109,109,0.1926605504587156
50,id,episodic,2,repeat_initial,180,3,0.4777777777777778,0.20971762320196524,1.8739925669720148,1.6333333333333333,3.9223100238949153,1.0,114,114,0.17543859649122806
50,id,episodic,2,switch_on_failure,180,3,0.5166666666666667,0.11666666666666668,3.065026696411491,1.6333333333333333,5.932309734989994,0.0,114,114,0.23684210526315788
50,id,episodic,3,original,180,3,0.5277777777777778,0.1873301700009707,2.509869499765117,2.1555555555555554,4.755542210081275,0.9375,208,114,0.2543859649122807
50,id,episodic,3,ewma,180,3,0.6111111111111112,0.12509255832441887,2.5644897343982183,2.0944444444444446,4.196437747197089,0.6649746192893401,197,109,0.3577981651376147
50,id,episodic,3,repeat_initial,180,3,0.5333333333333333,0.18027756377319942,2.451163281592412,2.1555555555555554,4.595931152985773,1.0,208,114,0.2631578947368421
50,id,episodic,3,switch_on_failure,180,3,0.6444444444444445,0.05091750772173154,4.572983288828593,2.1166666666666667,7.096008551630585,0.0,201,114,0.43859649122807015
50,id,episodic,5,original,180,3,0.6055555555555555,0.168599898949928,3.5036011230207453,3.0444444444444443,5.785763322419579,0.9320652173913043,368,114,0.37719298245614036
50,id,episodic,5,ewma,180,3,0.7333333333333333,0.09279607271383371,3.429254178486504,2.8,4.676255697936146,0.5987654320987654,324,109,0.5596330275229358
50,id,episodic,5,repeat_initial,180,3,0.5944444444444444,0.17821127702606046,3.397674745295876,3.0388888888888888,5.715714524796801,1.0,367,114,0.35964912280701755
50,id,episodic,5,switch_on_failure,180,3,0.7,0.02886751345948125,6.145314226563931,2.4722222222222223,8.779020323662763,0.0,265,114,0.5263157894736842
50,arm_shift,episodic,1,original,180,3,0.37777777777777777,0.08221471437193748,1.1756022403812858,1.0,3.111888283362228,,0,112,0.0
50,arm_shift,episodic,1,ewma,180,3,0.34444444444444444,0.08552669065744807,1.2299683945472766,1.0,3.5708759841695152,,0,118,0.0
50,arm_shift,episodic,1,repeat_initial,180,3,0.37777777777777777,0.08221471437193748,1.1756022403812858,1.0,3.111888283362228,,0,112,0.0
50,arm_shift,episodic,1,switch_on_failure,180,3,0.37777777777777777,0.08221471437193748,1.1756022403812858,1.0,3.111888283362228,,0,112,0.0
50,arm_shift,episodic,2,original,180,3,0.5111111111111111,0.10183501544346309,1.9260595862310348,1.6222222222222222,3.7683774513215904,0.9464285714285714,112,112,0.21428571428571427
50,arm_shift,episodic,2,ewma,180,3,0.5,0.10408329997330663,2.067476965568809,1.6555555555555554,4.134953931137621,0.788135593220339,118,118,0.23728813559322035
50,arm_shift,episodic,2,repeat_initial,180,3,0.5111111111111111,0.0976577546180386,1.9355198247627152,1.6222222222222222,3.786886613666183,1.0,112,112,0.21428571428571427
50,arm_shift,episodic,2,switch_on_failure,180,3,0.5333333333333333,0.02886751345948125,2.731959446885092,1.6222222222222222,5.122423962909555,0.0,112,112,0.25
50,arm_shift,episodic,3,original,180,3,0.5777777777777777,0.10183501544346309,2.5324268355606887,2.111111111111111,4.383046446162734,0.94,200,112,0.32142857142857145
50,arm_shift,episodic,3,ewma,180,3,0.5666666666666667,0.11547005383792512,2.711523102812708,2.1555555555555554,4.785040769669489,0.75,208,118,0.3389830508474576
50,arm_shift,episodic,3,repeat_initial,180,3,0.5666666666666667,0.10408329997330663,2.5273725851310784,2.111111111111111,4.460069267878376,1.0,200,112,0.30357142857142855
50,arm_shift,episodic,3,switch_on_failure,180,3,0.6222222222222222,0.04194352464039301,4.236587336287939,2.088888888888889,6.808801076177049,0.0,196,112,0.39285714285714285
50,arm_shift,episodic,5,original,180,3,0.6555555555555556,0.09477067838462207,3.521166007141946,2.9166666666666665,5.371270180386021,0.927536231884058,345,112,0.44642857142857145
50,arm_shift,episodic,5,ewma,180,3,0.6555555555555556,0.12056963563450387,3.7627111093303163,2.966666666666667,5.739728810842859,0.6666666666666666,354,118,0.4745762711864407
50,arm_shift,episodic,5,repeat_initial,180,3,0.6444444444444445,0.11097213530798984,3.5012223202416144,2.933333333333333,5.4329311865818175,1.0,348,112,0.42857142857142855
50,arm_shift,episodic,5,switch_on_failure,180,3,0.7277777777777777,0.05357583756107201,5.88684679445308,2.466666666666667,8.088797122149273,0.0,264,112,0.5625
200,id,episodic,1,original,180,3,0.3333333333333333,0.1452966314513558,1.1705479899516755,1.0,3.5116439698550272,,0,120,0.0
200,id,episodic,1,ewma,180,3,0.42777777777777776,0.11344765475923412,1.2982007753470182,1.0,3.0347550592527752,,0,103,0.0
